Loan_ID,Issue_Date,Loan_Amount,Interest_Rate,Term,Annual_Income,Employment_Length,Purpose,Loan_Status
CST35746,6/12/2022,246608,17.74,60 months,156355,1-3 years,Small Business,Fully Paid
CST35747,6/27/2020,47530,9.24,36 months,159345,3-5 years,Small Business,Fully Paid
CST35748,12/27/2017,345897,21.67,36 months,194791,10+ years,Credit Card,Charged Off
CST35749,11/8/2017,46999,13.28,60 months,36184,1-3 years,Home Improvement,Fully Paid
CST35750,6/21/2016,11609,6.84,60 months,53715,1-3 years,Credit Card,Current
CST35751,3/26/2016,194841,11.85,36 months,92568,< 1 year,Credit Card,Fully Paid
CST35752,1/13/2018,183469,20.24,36 months,45426,10+ years,Small Business,Current
CST35753,7/5/2023,316466,21.54,36 months,114209,1-3 years,Debt Consolidation,Fully Paid
CST35754,6/21/2016,272295,16.44,60 months,76793,3-5 years,Medical,Fully Paid
CST35755,5/30/2023,11406,11.65,36 months,179672,3-5 years,Small Business,Fully Paid
CST35756,8/6/2015,329822,15.74,36 months,151405,1-3 years,Small Business,Fully Paid
CST35757,3/5/2015,52062,21.14,60 months,75820,5-10 years,Credit Card,Fully Paid
CST35758,4/20/2018,216501,12.03,36 months,111033,3-5 years,Car Loan,Charged Off
CST35759,8/7/2019,169028,13.25,36 months,34728,1-3 years,Medical,Fully Paid
CST35760,9/13/2019,116377,15.94,60 months,23074,5-10 years,Education,Fully Paid
CST35761,7/19/2020,320974,22.02,60 months,140464,3-5 years,Small Business,Fully Paid
CST35762,8/16/2020,208753,16.69,60 months,178447,< 1 year,Credit Card,Fully Paid
CST35763,2/19/2022,240303,10.13,60 months,197912,< 1 year,Car Loan,Fully Paid
CST35764,10/16/2023,234975,8.06,60 months,56622,1-3 years,Education,Current
CST35765,6/1/2016,18133,8.16,36 months,168144,< 1 year,Medical,Fully Paid
CST35766,3/17/2018,279353,23.13,36 months,40410,5-10 years,Small Business,Fully Paid
CST35767,11/23/2017,376972,20.89,36 months,46992,3-5 years,Home Improvement,Fully Paid
CST35768,10/2/2015,248693,19.9,36 months,111484,3-5 years,Debt Consolidation,Fully Paid
CST35769,12/20/2020,256061,15.19,60 months,123780,1-3 years,Education,Charged Off
CST35770,12/2/2019,254336,18.27,36 months,101250,10+ years,Home Improvement,Fully Paid
CST35771,9/29/2023,228573,8.73,60 months,139997,3-5 years,Car Loan,Fully Paid
CST35772,3/25/2020,341825,17.37,36 months,120209,< 1 year,Car Loan,Charged Off
CST35773,10/12/2020,248733,20.69,36 months,105676,1-3 years,Debt Consolidation,Charged Off
CST35774,5/3/2018,321489,7.59,36 months,119206,5-10 years,Car Loan,Fully Paid
CST35775,11/23/2023,309729,11.68,60 months,118861,3-5 years,Debt Consolidation,Fully Paid
CST35776,2/5/2019,301782,8.43,36 months,140146,5-10 years,Debt Consolidation,Late
CST35777,11/3/2018,25645,11.05,60 months,46350,10+ years,Debt Consolidation,Late
CST35778,11/22/2019,285552,20.02,36 months,41592,5-10 years,Home Improvement,Current
CST35779,4/21/2018,17521,12.31,60 months,18207,1-3 years,Credit Card,Current
CST35780,4/15/2023,354558,18.57,36 months,38502,1-3 years,Small Business,Fully Paid
CST35781,10/19/2015,395576,20.03,36 months,81614,1-3 years,Medical,Current
CST35782,9/2/2021,390664,20.79,36 months,62841,10+ years,Home Improvement,Current
CST35783,6/19/2020,305365,21.78,60 months,68842,1-3 years,Vacation,Fully Paid
CST35784,7/3/2021,105131,16.96,36 months,43021,3-5 years,Vacation,Fully Paid
CST35785,5/9/2022,157158,11.41,60 months,37306,5-10 years,Debt Consolidation,Fully Paid
CST35786,3/30/2017,284067,9.13,36 months,171984,5-10 years,Education,Fully Paid
CST35787,2/2/2019,86761,15.31,36 months,83902,3-5 years,Medical,Current
CST35788,8/15/2020,274346,8.31,36 months,108732,5-10 years,Medical,Current
CST35789,7/7/2021,362819,22.44,60 months,133119,10+ years,Medical,Fully Paid
CST35790,2/12/2020,495726,14.24,36 months,186631,1-3 years,Medical,Fully Paid
CST35791,3/1/2017,490693,21.78,36 months,153061,3-5 years,Debt Consolidation,Fully Paid
CST35792,4/6/2018,173278,18.91,36 months,152128,1-3 years,Medical,Fully Paid
CST35793,5/4/2016,418101,21.5,60 months,184619,< 1 year,Home Improvement,Fully Paid
CST35794,9/12/2016,115443,21.97,36 months,124370,3-5 years,Car Loan,Charged Off
CST35795,12/14/2015,16218,7.43,36 months,31443,3-5 years,Medical,Charged Off
CST35796,4/2/2023,312836,19.19,60 months,17939,5-10 years,Credit Card,Fully Paid
CST35797,5/23/2015,188761,10.46,36 months,122311,1-3 years,Debt Consolidation,Fully Paid
CST35798,5/22/2015,492502,23.81,60 months,154381,5-10 years,Medical,Fully Paid
CST35799,7/18/2020,102148,20.12,36 months,100695,3-5 years,Vacation,Fully Paid
CST35800,3/28/2020,273860,6.57,36 months,56121,5-10 years,Vacation,Current
CST35801,11/2/2020,261448,22.73,36 months,164686,5-10 years,Debt Consolidation,Late
CST35802,8/3/2016,283232,11.62,36 months,134568,5-10 years,Vacation,Fully Paid
CST35803,7/30/2017,36001,13.79,36 months,62189,5-10 years,Medical,Fully Paid
CST35804,4/2/2018,420800,17.21,36 months,81130,5-10 years,Home Improvement,Fully Paid
CST35805,2/28/2018,398166,22.54,36 months,30764,10+ years,Vacation,Fully Paid
CST35806,3/6/2021,271430,22.73,36 months,181704,1-3 years,Vacation,Fully Paid
CST35807,6/27/2023,140811,16.36,36 months,76695,5-10 years,Small Business,Fully Paid
CST35808,4/1/2016,35158,12.04,60 months,153538,1-3 years,Vacation,Fully Paid
CST35809,11/21/2016,367537,11.39,36 months,179788,10+ years,Car Loan,Current
CST35810,1/26/2017,10605,12.88,36 months,24366,1-3 years,Medical,Current
CST35811,4/20/2015,61492,9.66,36 months,47445,3-5 years,Car Loan,Fully Paid
CST35812,2/25/2019,8321,18.22,36 months,134519,5-10 years,Car Loan,Fully Paid
CST35813,11/9/2021,180613,15.74,36 months,197077,10+ years,Small Business,Charged Off
CST35814,3/16/2023,449917,20.04,60 months,198467,10+ years,Education,Charged Off
CST35815,11/8/2021,235592,8.15,36 months,151278,5-10 years,Debt Consolidation,Fully Paid
CST35816,5/18/2023,279314,13.5,36 months,71262,1-3 years,Small Business,Fully Paid
CST35817,12/14/2020,61045,10.7,36 months,158819,5-10 years,Medical,Fully Paid
CST35818,7/8/2021,407149,15.87,36 months,134295,10+ years,Credit Card,Current
CST35819,9/13/2022,224300,14.69,36 months,102025,3-5 years,Small Business,Fully Paid
CST35820,2/13/2015,495226,14.37,36 months,29004,3-5 years,Car Loan,Fully Paid
CST35821,11/1/2023,408122,12.02,36 months,57663,5-10 years,Credit Card,Fully Paid
CST35822,7/26/2020,257985,19.22,60 months,126903,< 1 year,Debt Consolidation,Fully Paid
CST35823,6/19/2023,377684,14.93,36 months,26722,3-5 years,Car Loan,Fully Paid
CST35824,12/28/2017,159886,10.04,60 months,73806,5-10 years,Small Business,Fully Paid
CST35825,11/6/2019,259599,16.08,60 months,124934,1-3 years,Education,Fully Paid
CST35826,8/27/2023,106101,16.94,36 months,101955,< 1 year,Debt Consolidation,Current
CST35827,6/4/2023,267962,6.87,36 months,36211,3-5 years,Debt Consolidation,Fully Paid
CST35828,11/3/2019,13434,10.07,60 months,35993,3-5 years,Car Loan,Current
CST35829,11/15/2017,388638,10.74,36 months,99380,10+ years,Debt Consolidation,Late
CST35830,10/16/2015,192225,10.84,36 months,119646,5-10 years,Debt Consolidation,Charged Off
CST35831,3/7/2015,35571,10.68,36 months,153012,1-3 years,Car Loan,Fully Paid
CST35832,9/26/2019,307838,11.25,36 months,32462,3-5 years,Home Improvement,Current
CST35833,7/26/2018,361570,11.1,60 months,89884,< 1 year,Car Loan,Current
CST35834,11/12/2017,123792,21.97,36 months,25076,< 1 year,Home Improvement,Fully Paid
CST35835,5/6/2015,50485,12.09,36 months,62332,10+ years,Credit Card,Fully Paid
CST35836,10/28/2017,148141,12.62,60 months,116889,3-5 years,Vacation,Current
CST35837,6/2/2023,62198,11.16,36 months,36749,1-3 years,Vacation,Fully Paid
CST35838,9/9/2021,103316,23.43,36 months,132744,< 1 year,Home Improvement,Fully Paid
CST35839,5/8/2021,436878,15.87,60 months,36500,1-3 years,Credit Card,Fully Paid
CST35840,8/7/2019,356114,17.18,36 months,66164,1-3 years,Car Loan,Fully Paid
CST35841,9/24/2021,450385,19.37,36 months,177427,5-10 years,Small Business,Current
CST35842,9/1/2017,77928,12.34,60 months,153281,3-5 years,Vacation,Current
CST35843,11/10/2020,414318,23.45,36 months,62486,5-10 years,Small Business,Fully Paid
CST35844,1/2/2020,431673,9.17,36 months,189228,10+ years,Small Business,Late
CST35845,7/22/2023,354942,14.51,60 months,155263,3-5 years,Car Loan,Fully Paid
CST35846,11/11/2021,57290,9.05,36 months,167331,3-5 years,Small Business,Charged Off
CST35847,9/15/2020,127664,20.33,60 months,179633,1-3 years,Small Business,Fully Paid
CST35848,10/21/2021,410148,8.38,60 months,141431,< 1 year,Education,Fully Paid
CST35849,4/28/2016,259628,16.19,36 months,188971,5-10 years,Education,Fully Paid
CST35850,3/13/2023,16766,8.33,36 months,195868,1-3 years,Education,Fully Paid
CST35851,3/25/2016,355391,14.42,60 months,62299,1-3 years,Car Loan,Fully Paid
CST35852,3/30/2021,18292,11.41,60 months,178880,1-3 years,Home Improvement,Fully Paid
CST35853,11/21/2021,222295,22.31,36 months,22625,< 1 year,Vacation,Fully Paid
CST35854,4/14/2017,183703,7.43,60 months,123299,5-10 years,Car Loan,Fully Paid
CST35855,11/13/2018,489651,17.87,36 months,168663,1-3 years,Vacation,Fully Paid
CST35856,1/4/2021,261817,18.67,60 months,30922,1-3 years,Car Loan,Fully Paid
CST35857,3/1/2020,77944,22.06,36 months,151544,5-10 years,Vacation,Fully Paid
CST35858,8/15/2023,474446,21.86,36 months,43077,3-5 years,Credit Card,Charged Off
CST35859,4/27/2017,373590,23.6,36 months,119644,10+ years,Home Improvement,Fully Paid
CST35860,11/25/2018,39533,10.94,60 months,102268,3-5 years,Vacation,Fully Paid
CST35861,8/3/2018,347917,11.31,60 months,100530,< 1 year,Car Loan,Fully Paid
CST35862,11/28/2016,129433,13.45,36 months,197648,1-3 years,Car Loan,Fully Paid
CST35863,2/10/2016,403994,15.91,60 months,149237,10+ years,Credit Card,Fully Paid
CST35864,1/12/2022,40059,12.92,36 months,114117,3-5 years,Medical,Current
CST35865,2/18/2015,389562,19.46,36 months,34660,1-3 years,Home Improvement,Current
CST35866,7/2/2018,490313,6.65,36 months,186252,3-5 years,Medical,Current
CST35867,1/4/2023,140938,6.81,60 months,70406,10+ years,Credit Card,Charged Off
CST35868,9/17/2021,341109,19.03,36 months,170201,5-10 years,Education,Fully Paid
CST35869,9/6/2018,65661,21.95,60 months,99841,5-10 years,Home Improvement,Fully Paid
CST35870,10/11/2022,310496,20.09,36 months,161560,3-5 years,Credit Card,Fully Paid
CST35871,1/15/2022,377195,8.55,60 months,58157,3-5 years,Vacation,Fully Paid
CST35872,3/7/2019,355517,22.86,36 months,156099,1-3 years,Small Business,Charged Off
CST35873,8/14/2018,186808,15.63,36 months,143994,10+ years,Vacation,Current
CST35874,4/1/2015,39075,19.49,36 months,105296,1-3 years,Medical,Charged Off
CST35875,7/28/2020,498605,10.02,60 months,166477,1-3 years,Medical,Fully Paid
CST35876,9/1/2019,96931,16.1,60 months,121989,3-5 years,Vacation,Current
CST35877,1/13/2015,218023,12.28,36 months,175265,1-3 years,Small Business,Current
CST35878,5/8/2023,233594,23.56,60 months,83639,1-3 years,Car Loan,Fully Paid
CST35879,12/17/2017,29104,14.8,36 months,89681,5-10 years,Credit Card,Fully Paid
CST35880,8/16/2021,332971,19.72,36 months,164068,3-5 years,Education,Fully Paid
CST35881,7/3/2018,74222,17.06,36 months,21280,10+ years,Education,Charged Off
CST35882,4/2/2019,246955,8.15,60 months,91371,1-3 years,Small Business,Fully Paid
CST35883,2/26/2015,399858,16,36 months,19126,5-10 years,Small Business,Fully Paid
CST35884,1/6/2019,364157,15.95,36 months,134379,< 1 year,Car Loan,Fully Paid
CST35885,2/28/2018,329989,19.02,60 months,108610,10+ years,Debt Consolidation,Fully Paid
CST35886,5/5/2015,225758,12.13,36 months,69821,10+ years,Vacation,Charged Off
CST35887,5/15/2021,13769,21.56,60 months,30994,5-10 years,Education,Fully Paid
CST35888,8/25/2018,100369,17.4,36 months,153789,3-5 years,Debt Consolidation,Current
CST35889,2/7/2017,467661,7.19,60 months,66664,5-10 years,Vacation,Fully Paid
CST35890,9/21/2023,55375,18.87,36 months,166847,3-5 years,Education,Late
CST35891,10/24/2019,430294,22.37,36 months,106366,5-10 years,Car Loan,Fully Paid
CST35892,2/14/2022,17268,18.46,60 months,43030,< 1 year,Debt Consolidation,Current
CST35893,2/4/2015,146916,13.15,60 months,118841,5-10 years,Vacation,Charged Off
CST35894,3/27/2023,341318,16.84,60 months,22014,1-3 years,Small Business,Fully Paid
CST35895,10/8/2023,196835,9.5,60 months,153850,5-10 years,Credit Card,Fully Paid
CST35896,3/11/2020,369821,17.02,36 months,178499,5-10 years,Vacation,Fully Paid
CST35897,3/17/2015,147305,15.27,36 months,67990,1-3 years,Credit Card,Fully Paid
CST35898,1/9/2016,253339,6.96,36 months,79291,1-3 years,Education,Charged Off
CST35899,12/10/2021,297640,12.13,36 months,123437,10+ years,Debt Consolidation,Fully Paid
CST35900,6/9/2021,416022,9.85,36 months,185516,1-3 years,Vacation,Fully Paid
CST35901,5/24/2015,176398,13.34,60 months,196137,3-5 years,Education,Fully Paid
CST35902,1/30/2016,83807,10.73,36 months,117830,1-3 years,Medical,Current
CST35903,7/3/2019,175585,21.1,36 months,98597,10+ years,Vacation,Fully Paid
CST35904,2/28/2023,187833,18.71,60 months,189575,< 1 year,Small Business,Charged Off
CST35905,6/4/2022,286609,19.45,36 months,192120,1-3 years,Small Business,Current
CST35906,2/19/2015,437718,12.82,60 months,91955,3-5 years,Small Business,Fully Paid
CST35907,3/31/2021,477612,6.56,60 months,68202,1-3 years,Small Business,Fully Paid
CST35908,3/7/2019,144322,10.34,36 months,119353,< 1 year,Education,Fully Paid
CST35909,6/20/2020,65503,19.72,60 months,100582,5-10 years,Vacation,Fully Paid
CST35910,1/27/2019,243026,17.05,36 months,161638,3-5 years,Car Loan,Fully Paid
CST35911,2/18/2020,26310,15.93,36 months,41404,3-5 years,Education,Fully Paid
CST35912,1/31/2018,259740,11.41,60 months,159091,1-3 years,Medical,Charged Off
CST35913,8/11/2019,265199,7.83,36 months,141897,< 1 year,Car Loan,Charged Off
CST35914,6/9/2018,397445,20.24,36 months,20068,1-3 years,Small Business,Current
CST35915,2/7/2016,251501,7.18,60 months,125150,1-3 years,Car Loan,Current
CST35916,1/5/2017,360662,7.53,36 months,86764,10+ years,Vacation,Current
CST35917,4/24/2019,37206,11.66,36 months,19041,1-3 years,Home Improvement,Late
CST35918,5/26/2021,14764,16.53,60 months,38229,3-5 years,Debt Consolidation,Current
CST35919,9/29/2019,191668,23.86,36 months,101886,10+ years,Debt Consolidation,Charged Off
CST35920,1/11/2018,245269,8.09,36 months,169562,1-3 years,Medical,Current
CST35921,3/16/2016,411058,14.78,36 months,171613,5-10 years,Small Business,Fully Paid
CST35922,3/2/2016,239099,17.03,36 months,86269,1-3 years,Car Loan,Current
CST35923,2/27/2018,225651,20.9,36 months,20085,1-3 years,Education,Fully Paid
CST35924,3/7/2021,139048,18.57,36 months,126086,10+ years,Credit Card,Fully Paid
CST35925,3/11/2019,143498,20.64,36 months,104885,10+ years,Medical,Late
CST35926,9/2/2022,421103,15.64,36 months,58662,1-3 years,Education,Fully Paid
CST35927,2/2/2015,31710,14.09,60 months,15001,5-10 years,Debt Consolidation,Charged Off
CST35928,8/19/2018,308531,17.33,36 months,78106,< 1 year,Small Business,Current
CST35929,1/1/2023,445686,22.27,36 months,39329,1-3 years,Debt Consolidation,Fully Paid
CST35930,8/11/2016,142558,16.14,36 months,127605,1-3 years,Education,Current
CST35931,6/8/2022,175330,17.1,60 months,57643,< 1 year,Small Business,Fully Paid
CST35932,1/19/2017,379562,12.41,60 months,74209,3-5 years,Car Loan,Fully Paid
CST35933,10/28/2015,252704,16.93,60 months,130215,5-10 years,Credit Card,Fully Paid
CST35934,5/3/2019,289767,17.49,36 months,124539,5-10 years,Car Loan,Current
CST35935,9/3/2021,290950,19.68,60 months,106139,5-10 years,Vacation,Late
CST35936,3/11/2020,404189,16.51,60 months,161711,5-10 years,Medical,Fully Paid
CST35937,8/10/2023,444431,9.96,60 months,44751,5-10 years,Debt Consolidation,Fully Paid
CST35938,9/27/2019,260223,16.68,36 months,48495,< 1 year,Medical,Current
CST35939,10/1/2021,119162,11.71,36 months,196296,1-3 years,Small Business,Fully Paid
CST35940,6/27/2015,444155,8.03,36 months,129696,< 1 year,Home Improvement,Fully Paid
CST35941,11/13/2021,165229,20.95,36 months,104857,5-10 years,Debt Consolidation,Current
CST35942,4/23/2017,10521,7.66,36 months,175466,1-3 years,Debt Consolidation,Fully Paid
CST35943,3/26/2021,280035,17.55,60 months,194471,3-5 years,Debt Consolidation,Fully Paid
CST35944,10/16/2023,87331,23.8,36 months,56951,1-3 years,Small Business,Fully Paid
CST35945,4/4/2021,27474,8.03,60 months,192912,1-3 years,Debt Consolidation,Fully Paid
CST35946,1/7/2018,162579,10.35,60 months,48673,1-3 years,Car Loan,Fully Paid
CST35947,12/25/2022,15687,19.81,36 months,147482,3-5 years,Medical,Charged Off
CST35948,3/18/2023,103550,8.2,36 months,116780,5-10 years,Vacation,Current
CST35949,8/9/2017,409225,21.07,36 months,178115,< 1 year,Education,Fully Paid
CST35950,5/16/2017,355906,6.5,60 months,56725,1-3 years,Vacation,Current
CST35951,11/9/2023,93484,22.07,36 months,50690,1-3 years,Debt Consolidation,Fully Paid
CST35952,10/29/2021,367619,7.67,60 months,159880,1-3 years,Car Loan,Fully Paid
CST35953,10/25/2016,311435,22.63,60 months,39043,10+ years,Home Improvement,Fully Paid
CST35954,10/22/2016,53296,21.63,36 months,75137,1-3 years,Education,Fully Paid
CST35955,8/17/2021,45225,15.94,60 months,83343,1-3 years,Medical,Fully Paid
CST35956,3/4/2023,485854,20.11,36 months,75611,5-10 years,Debt Consolidation,Fully Paid
CST35957,12/1/2015,39828,7.81,36 months,177484,1-3 years,Small Business,Current
CST35958,11/7/2020,434318,8.87,36 months,37220,3-5 years,Medical,Fully Paid
CST35959,3/17/2022,247463,12.96,36 months,138909,3-5 years,Home Improvement,Current
CST35960,9/4/2015,454558,15.91,60 months,48352,3-5 years,Home Improvement,Current
CST35961,9/7/2018,300856,21.69,36 months,91312,1-3 years,Debt Consolidation,Charged Off
CST35962,2/4/2018,293967,16,60 months,154621,1-3 years,Education,Fully Paid
CST35963,10/28/2021,403577,18.14,60 months,168342,10+ years,Education,Fully Paid
CST35964,1/13/2022,358518,18.4,60 months,187405,1-3 years,Home Improvement,Current
CST35965,6/8/2019,347318,21.86,60 months,194442,10+ years,Education,Charged Off
CST35966,5/7/2019,305196,20.09,36 months,40979,1-3 years,Car Loan,Fully Paid
CST35967,10/27/2023,290409,23.6,36 months,62632,3-5 years,Credit Card,Fully Paid
CST35968,3/1/2020,357431,6.85,36 months,175501,1-3 years,Education,Fully Paid
CST35969,6/15/2022,309156,10.14,36 months,84896,3-5 years,Debt Consolidation,Fully Paid
CST35970,9/22/2022,278060,22.78,60 months,67913,1-3 years,Vacation,Fully Paid
CST35971,6/29/2018,392606,20.36,36 months,58301,< 1 year,Home Improvement,Current
CST35972,10/20/2016,342189,11.18,36 months,19213,3-5 years,Home Improvement,Charged Off
CST35973,2/26/2020,181604,23.55,36 months,131648,5-10 years,Small Business,Charged Off
CST35974,10/17/2016,494854,21.72,36 months,95824,< 1 year,Small Business,Fully Paid
CST35975,5/25/2021,445875,7.63,36 months,109072,5-10 years,Car Loan,Fully Paid
CST35976,4/6/2022,94860,20.7,60 months,147497,3-5 years,Small Business,Fully Paid
CST35977,11/24/2017,412219,20.23,60 months,38794,1-3 years,Debt Consolidation,Current
CST35978,2/2/2019,229551,10.37,36 months,166246,10+ years,Debt Consolidation,Fully Paid
CST35979,1/31/2020,47634,18.21,36 months,127752,< 1 year,Medical,Current
CST35980,9/12/2018,234709,23.48,36 months,121596,< 1 year,Home Improvement,Charged Off
CST35981,3/16/2018,362623,18.33,36 months,186601,10+ years,Small Business,Current
